productid,date,saleprice
17494,9/22/02,48.28
18975,9/22/02,207.88
24808,9/22/02,119.44
1,9/23/02,125.43
712,9/23/02,243.84
3363,9/23/02,80.69
3493,9/23/02,38.91
4213,9/23/02,37.57
7542,9/23/02,176.54
9588,9/23/02,81.19
10368,9/23/02,483.26
11721,9/23/02,90.26
14229,9/23/02,371.7
14707,9/23/02,118.2
22004,9/23/02,5.51
24856,9/23/02,52.66
303,9/24/02,20.25
317,9/24/02,5.3
3251,9/24/02,454.29
3692,9/24/02,465.8
4098,9/24/02,348.57
8189,9/24/02,179.13
9170,9/24/02,337.47
10645,9/24/02,4.32
13837,9/24/02,127.51
18213,9/24/02,418.26
18509,9/24/02,38.44
19167,9/24/02,307.57
19963,9/24/02,426.7
21385,9/24/02,226.91
727,9/25/02,248.8
1670,9/25/02,95.31
2345,9/25/02,183.24
3452,9/25/02,26.35
3575,9/25/02,242.63
5646,9/25/02,23.87
6411,9/25/02,48.32
7572,9/25/02,195.1
10741,9/25/02,180.16
14184,9/25/02,52.67
20633,9/25/02,81.3
62,9/26/02,27.95
3370,9/26/02,333.4
3446,9/26/02,134.71
4902,9/26/02,281.93
6737,9/26/02,41.06
9461,9/26/02,44.85
10105,9/26/02,182.06
12699,9/26/02,59.41
13656,9/26/02,248.56
16349,9/26/02,309.6
20174,9/26/02,292.08
21539,9/26/02,93.12
23367,9/26/02,162.36
24741,9/26/02,313.93
1117,9/27/02,297.52
1237,9/27/02,53.41
5268,9/27/02,415.91
14031,9/27/02,18.21
24052,9/27/02,162.34
207,9/28/02,66.53
820,9/28/02,227.35
3310,9/28/02,23.54
4436,9/28/02,335.16
4475,9/28/02,152.93
4517,9/28/02,193.43
5408,9/28/02,18.63
6173,9/28/02,236.64
7000,9/28/02,238.4
7520,9/28/02,5.05
10480,9/28/02,17.9
11092,9/28/02,475.26
11320,9/28/02,111.57
13139,9/28/02,121.95
20931,9/28/02,212.78
22180,9/28/02,407.71
22622,9/28/02,25.94
23931,9/28/02,348.87
614,9/29/02,60.73
4543,9/29/02,66.2
5340,9/29/02,438.32
5897,9/29/02,372.17
6396,9/29/02,113.23
10170,9/29/02,262.06
17209,9/29/02,29.77
18935,9/29/02,3.87
20583,9/29/02,6.31
24568,9/29/02,195.42
24807,9/29/02,134.33
1238,9/30/02,398.39
1242,9/30/02,3.45
3836,9/30/02,420.41
4188,9/30/02,370.64
4589,9/30/02,187.08
8783,9/30/02,353.21
9424,9/30/02,205.06
9668,9/30/02,118.63
10174,9/30/02,13.01
11041,9/30/02,344.16
17274,9/30/02,233.46
21259,9/30/02,1.44
22445,9/30/02,200.96
24092,9/30/02,61.92
133,10/1/02,165.82
2236,10/1/02,167.06
2644,10/1/02,87
4000,10/1/02,88.9
4590,10/1/02,453.96
5329,10/1/02,304.01
6329,10/1/02,109.46
9839,10/1/02,204.07
10117,10/1/02,166.42
10586,10/1/02,1.54
11645,10/1/02,12.87
11864,10/1/02,127.05
21939,10/1/02,81.74
23275,10/1/02,280.49
23804,10/1/02,99.79
700,10/2/02,14.69
2116,10/2/02,80.66
3710,10/2/02,206.12
4349,10/2/02,274.32
9579,10/2/02,232.55
10563,10/2/02,203.09
11161,10/2/02,326.21
13196,10/2/02,44.27
24700,10/2/02,230.19
718,10/3/02,202.7
896,10/3/02,4.53
3800,10/3/02,192.46
4682,10/3/02,196.76
7474,10/3/02,228.11
8771,10/3/02,297.14
9303,10/3/02,272.82
11596,10/3/02,285.56
11893,10/3/02,485.03
12708,10/3/02,1.77
13985,10/3/02,377.8
16722,10/3/02,179.61
24887,10/3/02,298.34
668,10/4/02,215.83
1110,10/4/02,196.79
1561,10/4/02,250.93
2019,10/4/02,192.93
3293,10/4/02,49.78
6043,10/4/02,0.89
8762,10/4/02,383.39
9325,10/4/02,269.49
16073,10/4/02,207.85
18271,10/4/02,44.81
21634,10/4/02,113.43
21994,10/4/02,192.17
22325,10/4/02,138.94
22953,10/4/02,68.18
24015,10/4/02,368.22
25212,10/4/02,1812.47
341,10/5/02,235.81
4093,10/5/02,83.71
4444,10/5/02,181.76
5129,10/5/02,362.52
5253,10/5/02,87.57
8945,10/5/02,405
12352,10/5/02,151.09
12926,10/5/02,116.51
14474,10/5/02,174.02
14769,10/5/02,285.13
20029,10/5/02,474.4
20671,10/5/02,357.85
24657,10/5/02,75.23
1073,10/6/02,240.14
1552,10/6/02,10.17
3341,10/6/02,51.34
5754,10/6/02,234.99
6262,10/6/02,107.09
6601,10/6/02,189.66
7361,10/6/02,58.86
7745,10/6/02,344.29
9441,10/6/02,444.15
11682,10/6/02,419.9
12163,10/6/02,332.44
15056,10/6/02,464.28
17100,10/6/02,120.72
17841,10/6/02,301.04
17958,10/6/02,147.03
21153,10/6/02,302.13
22001,10/6/02,61.75
23105,10/6/02,261.72
24707,10/6/02,104.48
341,10/7/02,296.28
679,10/7/02,68.42
2914,10/7/02,174.89
3139,10/7/02,187.59
5113,10/7/02,65.87
6012,10/7/02,76.84
9132,10/7/02,116.38
10156,10/7/02,347.92
16234,10/7/02,278.62
16444,10/7/02,259.14
17788,10/7/02,371.22
20756,10/7/02,209.35
23100,10/7/02,142.61
313,10/8/02,423.49
1292,10/8/02,169.8
5438,10/8/02,252.18
5546,10/8/02,101.54
8055,10/8/02,93.34
11776,10/8/02,6.56
19931,10/8/02,363.49
20535,10/8/02,174.8
20732,10/8/02,160.54
22683,10/8/02,180.96
23752,10/8/02,342.44
1003,10/9/02,3.27
1591,10/9/02,88.9
2120,10/9/02,210.89
3841,10/9/02,41.17
4509,10/9/02,250.57
6548,10/9/02,81.37
9005,10/9/02,159.45
17477,10/9/02,140.24
19844,10/9/02,333.53
22791,10/9/02,288.86
22800,10/9/02,97.96
24148,10/9/02,137.14
25157,10/9/02,8054.47
18,10/10/02,106.09
1489,10/10/02,209.49
3629,10/10/02,197.63
4017,10/10/02,29.58
4068,10/10/02,97.87
4576,10/10/02,182.41
5624,10/10/02,289.72
8900,10/10/02,14.56
9344,10/10/02,1.16
10893,10/10/02,91.33
11410,10/10/02,155.84
12652,10/10/02,183.65
13114,10/10/02,82.5
16039,10/10/02,392.59
19506,10/10/02,122.48
21139,10/10/02,348.27
21822,10/10/02,104.08
180,10/11/02,398.8
1968,10/11/02,80.27
3073,10/11/02,271.7
3221,10/11/02,63.1
8675,10/11/02,32.06
11397,10/11/02,435.8
15049,10/11/02,7.2
19514,10/11/02,21.15
23005,10/11/02,295.68
23081,10/11/02,206.09
23771,10/11/02,39.06
580,10/12/02,203.89
6192,10/12/02,140.67
6416,10/12/02,68.22
6438,10/12/02,215.52
7562,10/12/02,94.22
8903,10/12/02,211.48
8986,10/12/02,226
13045,10/12/02,66.05
13862,10/12/02,389.41
14601,10/12/02,117.73
15644,10/12/02,154.92
15897,10/12/02,32.55
15905,10/12/02,63.7
17198,10/12/02,34.94
20652,10/12/02,328.99
21133,10/12/02,121.7
22094,10/12/02,334.67
24146,10/12/02,30.94
752,10/13/02,204.28
975,10/13/02,83.28
2588,10/13/02,55.34
5547,10/13/02,186.9
6219,10/13/02,313.25
9887,10/13/02,228.12
10456,10/13/02,175.07
11031,10/13/02,294.87
12131,10/13/02,109.88
13735,10/13/02,151.83
16327,10/13/02,44.32
17418,10/13/02,97.11
17631,10/13/02,76
20673,10/13/02,96.97
23277,10/13/02,59.55
23453,10/13/02,39.33
25275,10/13/02,3875.13
743,10/14/02,26.81
1562,10/14/02,129.02
1759,10/14/02,234.88
2247,10/14/02,143.01
4590,10/14/02,442.36
9781,10/14/02,20.56
11401,10/14/02,162.22
11770,10/14/02,133.47
13744,10/14/02,225.69
18132,10/14/02,330.38
20974,10/14/02,170.4
1979,10/15/02,63.21
5369,10/15/02,177.23
5371,10/15/02,228.09
5707,10/15/02,292.08
6752,10/15/02,109.35
7214,10/15/02,178.04
9859,10/15/02,214.72
10912,10/15/02,113.41
16291,10/15/02,75.51
17968,10/15/02,50.97
18779,10/15/02,270.74
20652,10/15/02,380.92
23201,10/15/02,315.26
23788,10/15/02,62.4
1006,10/16/02,404.21
1630,10/16/02,273.95
2508,10/16/02,96.9
4083,10/16/02,45.56
5819,10/16/02,436.55
6866,10/16/02,81.74
10051,10/16/02,267.99
10557,10/16/02,176.53
10710,10/16/02,100.12
16317,10/16/02,381.79
17665,10/16/02,194.46
19825,10/16/02,60.37
21943,10/16/02,46.6
23362,10/16/02,136.92
6065,10/17/02,4.77
8686,10/17/02,354.38
10194,10/17/02,134.14
14714,10/17/02,192.15
15261,10/17/02,9.4
16132,10/17/02,21.02
17886,10/17/02,452.12
19296,10/17/02,2.63
22258,10/17/02,244.9
24814,10/17/02,391.86
15,10/18/02,306.66
750,10/18/02,19.55
942,10/18/02,38.96
2505,10/18/02,128.79
4959,10/18/02,205.6
5335,10/18/02,357.25
12422,10/18/02,8.29
14127,10/18/02,24.1
17528,10/18/02,164.83
22862,10/18/02,157.89
24413,10/18/02,26.22
137,10/19/02,151.33
3012,10/19/02,115.04
4118,10/19/02,110.02
4487,10/19/02,313.09
4837,10/19/02,8.94
9051,10/19/02,183.31
9803,10/19/02,51.34
12576,10/19/02,220.36
14681,10/19/02,179.95
15335,10/19/02,93.04
16287,10/19/02,216.46
16289,10/19/02,441.54
21608,10/19/02,278.36
21640,10/19/02,95
5,10/20/02,178.23
582,10/20/02,91.36
876,10/20/02,321.36
1166,10/20/02,140.67
2836,10/20/02,102.36
4995,10/20/02,216.78
6025,10/20/02,195.76
6669,10/20/02,16.14
6869,10/20/02,149.35
7741,10/20/02,168.64
7893,10/20/02,108.82
7964,10/20/02,37.37
8087,10/20/02,463.21
8344,10/20/02,139.33
10356,10/20/02,56.68
11314,10/20/02,66.77
11795,10/20/02,17.8
12586,10/20/02,73.08
13994,10/20/02,274.96
15288,10/20/02,358.07
16879,10/20/02,216.92
23605,10/20/02,94.34
24921,10/20/02,2.04
218,10/21/02,310.57
252,10/21/02,388.51
5068,10/21/02,12.96
6284,10/21/02,444.8
10064,10/21/02,217.49
10277,10/21/02,227.46
13732,10/21/02,203.65
17219,10/21/02,474.24
18944,10/21/02,147.27
855,10/22/02,36.21
968,10/22/02,17.65
1167,10/22/02,234.87
1620,10/22/02,270.4
1867,10/22/02,276.7
2075,10/22/02,161.82
3677,10/22/02,358.4
3797,10/22/02,46.36
3871,10/22/02,287.3
4101,10/22/02,118.67
10101,10/22/02,197.72
15404,10/22/02,312.23
18362,10/22/02,218.83
18743,10/22/02,42.33
20331,10/22/02,139.85
21082,10/22/02,120.2
635,10/23/02,70.56
653,10/23/02,227.24
2515,10/23/02,215.02
4720,10/23/02,436.72
7031,10/23/02,13.48
7341,10/23/02,249.83
8360,10/23/02,50.01
8697,10/23/02,238.38
8975,10/23/02,295.36
9883,10/23/02,109.69
10749,10/23/02,150.29
15609,10/23/02,109.85
16785,10/23/02,59.29
21768,10/23/02,117.47
24208,10/23/02,99.83
25282,10/23/02,3173.16
34,10/24/02,227.52
1469,10/24/02,4.28
1894,10/24/02,374.27
5545,10/24/02,75.03
5927,10/24/02,126.81
19204,10/24/02,38.37
23994,10/24/02,33.77
24007,10/24/02,453.21
736,10/25/02,295.98
1765,10/25/02,295.05
5833,10/25/02,77.04
6298,10/25/02,65.7
14013,10/25/02,42.23
20441,10/25/02,51.5
20463,10/25/02,221.35
22368,10/25/02,130.15
23100,10/25/02,142.61
23630,10/25/02,3.71
24388,10/25/02,7.67
1094,10/26/02,64.69
1161,10/26/02,204.15
3256,10/26/02,464.6
5370,10/26/02,269.78
7302,10/26/02,300.11
15542,10/26/02,131.25
16910,10/26/02,199.06
17152,10/26/02,28.53
21037,10/26/02,394.27
759,10/27/02,89.99
1782,10/27/02,50.5
2746,10/27/02,426.82
3694,10/27/02,151.47
5914,10/27/02,136.49
12228,10/27/02,172.96
12823,10/27/02,317.58
15905,10/27/02,40.6
17858,10/27/02,43.55
21256,10/27/02,143.68
52,10/28/02,51.68
2330,10/28/02,82.55
2512,10/28/02,363.87
2979,10/28/02,145.89
3978,10/28/02,406.1
5829,10/28/02,280.54
6760,10/28/02,150.66
7213,10/28/02,256.72
10322,10/28/02,204.28
10839,10/28/02,137.47
14526,10/28/02,117.11
16926,10/28/02,145.44
18118,10/28/02,243.74
23706,10/28/02,17.4
115,10/29/02,209.34
3184,10/29/02,148.82
3983,10/29/02,223.69
5132,10/29/02,29.38
5339,10/29/02,331.91
7785,10/29/02,297.34
9663,10/29/02,242.94
10647,10/29/02,46.33
18413,10/29/02,448.75
20536,10/29/02,486.6
885,10/30/02,69.84
2032,10/30/02,171.09
6282,10/30/02,207.47
7338,10/30/02,61.97
7925,10/30/02,25.84
10168,10/30/02,264.23
10314,10/30/02,158.86
11950,10/30/02,105.02
15301,10/30/02,164.87
19273,10/30/02,113.36
24320,10/30/02,58.11
350,10/31/02,112.35
6305,10/31/02,62.16
8217,10/31/02,195.01
8274,10/31/02,396.15
14936,10/31/02,207.85
20138,10/31/02,99.85
21344,10/31/02,256.57
22032,10/31/02,201.63
22853,10/31/02,96.63
23164,10/31/02,149.55
23252,10/31/02,50
24746,10/31/02,130.66
25283,10/31/02,2264.08
192,11/1/02,389.84
660,11/1/02,390.19
4248,11/1/02,93.77
5641,11/1/02,236.97
6965,11/1/02,13.86
8860,11/1/02,59.7
18395,11/1/02,24.82
18777,11/1/02,367.07
19838,11/1/02,17.66
20280,11/1/02,191.39
21379,11/1/02,206.44
24947,11/1/02,135.89
1636,11/2/02,327.72
2894,11/2/02,174.86
7832,11/2/02,142.46
8666,11/2/02,191.36
9058,11/2/02,229.9
9677,11/2/02,121.85
10228,11/2/02,433.01
11417,11/2/02,147.84
12700,11/2/02,37.74
13772,11/2/02,68.11
15549,11/2/02,275.19
16999,11/2/02,173.8
17825,11/2/02,235.45
20214,11/2/02,194.4
20343,11/2/02,246.08
22850,11/2/02,386.04
1256,11/3/02,76.05
2475,11/3/02,144.71
3617,11/3/02,305.89
5203,11/3/02,43.08
9993,11/3/02,29.65
10316,11/3/02,432.25
11368,11/3/02,10.46
14106,11/3/02,110.46
20817,11/3/02,366.7
23588,11/3/02,116.11
23960,11/3/02,34.13
24804,11/3/02,25.16
25115,11/3/02,3218.97
187,11/4/02,58.3
313,11/4/02,362.09
769,11/4/02,160.46
1134,11/4/02,29.3
4400,11/4/02,153.03
4470,11/4/02,68.69
5279,11/4/02,63.45
6300,11/4/02,209.37
8732,11/4/02,31.04
9840,11/4/02,270.61
11767,11/4/02,8.39
14683,11/4/02,15.03
16122,11/4/02,333.26
22939,11/4/02,8.42
387,11/5/02,165.16
2452,11/5/02,73.48
5237,11/5/02,40.77
6439,11/5/02,41.92
6858,11/5/02,301.18
9647,11/5/02,138.48
12310,11/5/02,352.54
13687,11/5/02,16.33
14494,11/5/02,166.41
17795,11/5/02,123.87
20557,11/5/02,195.64
33,11/6/02,245.84
70,11/6/02,141.23
1576,11/6/02,276.16
3720,11/6/02,255.81
4564,11/6/02,60.49
7326,11/6/02,7.34
9408,11/6/02,77.82
9477,11/6/02,96.95
9594,11/6/02,103.57
12398,11/6/02,116.45
12704,11/6/02,289.67
13792,11/6/02,42.31
14459,11/6/02,58.79
20702,11/6/02,367.29
23392,11/6/02,164.94
43,11/7/02,65.71
553,11/7/02,251.78
4856,11/7/02,223.36
5659,11/7/02,92.44
10450,11/7/02,450.01
19850,11/7/02,11.47
20787,11/7/02,63.61
24561,11/7/02,309.77
636,11/8/02,314.37
707,11/8/02,20.26
904,11/8/02,87.38
1171,11/8/02,112.08
1933,11/8/02,159.5
2310,11/8/02,82.84
2472,11/8/02,114.2
4747,11/8/02,63.37
4864,11/8/02,354.99
5511,11/8/02,14.63
6882,11/8/02,300.44
7141,11/8/02,4.35
7992,11/8/02,52.48
8044,11/8/02,136.82
9440,11/8/02,74
10340,11/8/02,308.57
11398,11/8/02,283.34
13090,11/8/02,1.44
13623,11/8/02,310.76
14079,11/8/02,234.55
16025,11/8/02,43.68
22698,11/8/02,98.74
24978,11/8/02,3.87
106,11/9/02,76.55
953,11/9/02,251.72
1539,11/9/02,431.03
1591,11/9/02,96.49
2880,11/9/02,68.96
3914,11/9/02,296.35
4211,11/9/02,97.38
5497,11/9/02,131.33
5979,11/9/02,34.64
7228,11/9/02,196.61
8609,11/9/02,212.78
8817,11/9/02,15.54
9470,11/9/02,199.34
10049,11/9/02,309.13
10598,11/9/02,1.01
12232,11/9/02,122.47
18110,11/9/02,437.6
18579,11/9/02,185.61
20305,11/9/02,46.13
21005,11/9/02,91.34
22350,11/9/02,64.72
504,11/10/02,350.19
1367,11/10/02,401.34
1377,11/10/02,132.89
1534,11/10/02,196.57
2075,11/10/02,143.79
2473,11/10/02,0.81
5441,11/10/02,16.84
7046,11/10/02,192.08
9193,11/10/02,371.15
9210,11/10/02,386.57
9270,11/10/02,253.13
9901,11/10/02,61.65
10757,11/10/02,86.31
16247,11/10/02,455.75
18109,11/10/02,163.93
23025,11/10/02,151.98
1799,11/11/02,5.79
2794,11/11/02,232.49
4459,11/11/02,290.61
5326,11/11/02,201.43
11578,11/11/02,104.92
15087,11/11/02,319.67
18580,11/11/02,319.82
20252,11/11/02,314.11
842,11/12/02,89.98
4123,11/12/02,187.61
6704,11/12/02,117.51
7489,11/12/02,304.96
7834,11/12/02,272.74
9130,11/12/02,466.74
12339,11/12/02,167.26
14730,11/12/02,143.68
19377,11/12/02,218.29
21129,11/12/02,471.19
21505,11/12/02,394.98
23726,11/12/02,377.07
24477,11/12/02,252.69
1631,11/13/02,492.04
3161,11/13/02,26.43
3170,11/13/02,327.87
4825,11/13/02,109.98
5513,11/13/02,238.47
5675,11/13/02,251.55
8767,11/13/02,39.66
11250,11/13/02,314.61
15157,11/13/02,164.64
19705,11/13/02,3.05
410,11/14/02,289.74
1027,11/14/02,311.26
3347,11/14/02,196.87
5479,11/14/02,74.41
6032,11/14/02,82.7
8001,11/14/02,190.98
9854,11/14/02,488.88
10736,11/14/02,138.45
13245,11/14/02,32.35
15708,11/14/02,40.94
16462,11/14/02,172.86
19090,11/14/02,122.48
19487,11/14/02,200.04
19722,11/14/02,488.75
22172,11/14/02,138.68
23025,11/14/02,120.82
23748,11/14/02,55.73
23950,11/14/02,8.68
24256,11/14/02,45.5
217,11/15/02,127.45
1168,11/15/02,166.38
2677,11/15/02,365.22
5375,11/15/02,205.64
5889,11/15/02,278.22
9742,11/15/02,435.76
10312,11/15/02,72.21
12266,11/15/02,85.04
18458,11/15/02,106.8
709,11/16/02,127.02
6190,11/16/02,413.42
6210,11/16/02,48.16
7676,11/16/02,53.42
11873,11/16/02,136.08
19632,11/16/02,347.18
21719,11/16/02,493.87
23746,11/16/02,40.91
24307,11/16/02,102.29
373,11/17/02,45.82
833,11/17/02,205.77
2484,11/17/02,59.43
2675,11/17/02,231.87
3291,11/17/02,116.34
3803,11/17/02,87.5
6508,11/17/02,6.77
7983,11/17/02,82.48
10682,11/17/02,376.27
14267,11/17/02,36.03
14386,11/17/02,59.27
14775,11/17/02,29.61
16015,11/17/02,83.33
17060,11/17/02,344.3
17772,11/17/02,227.36
17986,11/17/02,425.73
20045,11/17/02,124.92
20782,11/17/02,161.81
21519,11/17/02,331.6
1340,11/18/02,68.92
2677,11/18/02,365.22
4671,11/18/02,14.11
4880,11/18/02,38.69
7951,11/18/02,256.07
10095,11/18/02,214.93
10359,11/18/02,187.96
10633,11/18/02,22.78
10898,11/18/02,244.85
14799,11/18/02,26.01
15327,11/18/02,58.74
23040,11/18/02,365.59
34,11/19/02,223.93
1459,11/19/02,55.95
5154,11/19/02,264.89
5574,11/19/02,229.85
6527,11/19/02,52.01
6590,11/19/02,163.72
7569,11/19/02,167.42
8036,11/19/02,52.83
8328,11/19/02,24.55
8848,11/19/02,20.57
13069,11/19/02,24.07
16064,11/19/02,147.28
19093,11/19/02,146.83
493,11/20/02,335.05
846,11/20/02,62.04
1669,11/20/02,67.76
6908,11/20/02,257.07
7098,11/20/02,432.74
8131,11/20/02,294.27
8791,11/20/02,382.36
11079,11/20/02,88.68
12421,11/20/02,16.57
19007,11/20/02,130.04
21098,11/20/02,97.57
21428,11/20/02,76.88
155,11/21/02,167.19
159,11/21/02,266.43
2081,11/21/02,147.25
2122,11/21/02,221.32
2783,11/21/02,32.32
3208,11/21/02,272.51
3648,11/21/02,66.9
6075,11/21/02,170.67
6274,11/21/02,209.89
8212,11/21/02,427.97
10810,11/21/02,356.77
12264,11/21/02,104.82
13382,11/21/02,35.37
15995,11/21/02,121.4
17673,11/21/02,40.64
17958,11/21/02,170.63
18622,11/21/02,155.1
1284,11/22/02,183.7
6370,11/22/02,486.84
7806,11/22/02,33.95
8320,11/22/02,11.15
10066,11/22/02,353.99
11090,11/22/02,434.74
13089,11/22/02,374.69
13737,11/22/02,105.63
15700,11/22/02,8.19
19003,11/22/02,118.25
22999,11/22/02,170.64
25124,11/22/02,2796.12
2284,11/23/02,294.78
4376,11/23/02,33.78
6873,11/23/02,399.8
9402,11/23/02,177.51
10094,11/23/02,440.88
10851,11/23/02,205.71
15877,11/23/02,185.01
22185,11/23/02,218.75
420,11/24/02,194.48
3517,11/24/02,353.77
5829,11/24/02,289.95
6697,11/24/02,207.16
10198,11/24/02,277.75
10614,11/24/02,289.6
11627,11/24/02,103.29
13934,11/24/02,153.06
14624,11/24/02,153.08
14946,11/24/02,352.85
16302,11/24/02,78.7
17512,11/24/02,32.48
19750,11/24/02,106.93
21465,11/24/02,359.42
22593,11/24/02,55.15
295,11/25/02,209.96
2516,11/25/02,134.44
2997,11/25/02,262.93
5220,11/25/02,92.75
6163,11/25/02,107.12
6873,11/25/02,350.47
9841,11/25/02,158.83
9905,11/25/02,95.06
11340,11/25/02,441.02
11550,11/25/02,39.52
17368,11/25/02,71.32
22597,11/25/02,157.64
206,11/26/02,375.28
318,11/26/02,92.32
1042,11/26/02,60.62
1636,11/26/02,327.72
2343,11/26/02,107.86
2906,11/26/02,424.6
4467,11/26/02,37.44
4476,11/26/02,134.8
7998,11/26/02,103.25
9001,11/26/02,361.86
10728,11/26/02,451.68
12203,11/26/02,136.53
14830,11/26/02,21.51
16594,11/26/02,211.18
16685,11/26/02,146.45
17347,11/26/02,137.7
18547,11/26/02,264.88
22680,11/26/02,104.58
22991,11/26/02,148.28
24646,11/26/02,147.6
690,11/27/02,72.84
737,11/27/02,246.73
3281,11/27/02,39.67
5529,11/27/02,261.81
9738,11/27/02,77.11
10481,11/27/02,451.84
22620,11/27/02,5.67
23106,11/27/02,124.63
24500,11/27/02,51.27
992,11/28/02,182.64
5117,11/28/02,239.92
6058,11/28/02,150.73
6431,11/28/02,398.35
8539,11/28/02,153.34
9856,11/28/02,49.09
10771,11/28/02,184.2
11513,11/28/02,262.8
14450,11/28/02,46.99
14883,11/28/02,14.14
15106,11/28/02,58.81
21886,11/28/02,48.36
1931,11/29/02,107.47
2258,11/29/02,84.32
4093,11/29/02,176.38
6174,11/29/02,139.15
7421,11/29/02,327.93
9406,11/29/02,418.95
9507,11/29/02,104.61
10986,11/29/02,50.91
11112,11/29/02,95.11
13691,11/29/02,53.61
17938,11/29/02,11.7
20353,11/29/02,329.8
22543,11/29/02,76.93
22790,11/29/02,359.47
1446,11/30/02,337.42
8405,11/30/02,281.36
13583,11/30/02,192.93
13852,11/30/02,29.61
23155,11/30/02,260.44
23808,11/30/02,398.8
2233,12/1/02,96.04
2494,12/1/02,25.34
3063,12/1/02,410.65
4410,12/1/02,223.89
6305,12/1/02,57.87
6354,12/1/02,31.55
9789,12/1/02,243.42
12194,12/1/02,70.82
13678,12/1/02,221.91
15270,12/1/02,209.07
15815,12/1/02,165.24
17256,12/1/02,159.38
17808,12/1/02,46.35
21988,12/1/02,293.94
23603,12/1/02,365.89
23733,12/1/02,115.22
1386,12/2/02,67.6
1889,12/2/02,338.17
2336,12/2/02,155.02
9466,12/2/02,172.06
10458,12/2/02,163.93
13339,12/2/02,51.71
13673,12/2/02,230.95
23783,12/2/02,146.03
24214,12/2/02,74.66
25283,12/2/02,3697.73
176,12/3/02,52.18
638,12/3/02,85.62
656,12/3/02,391.65
765,12/3/02,200.71
1228,12/3/02,126.57
3196,12/3/02,188.91
4586,12/3/02,276.45
4599,12/3/02,239.82
5728,12/3/02,351.61
7694,12/3/02,120.54
9173,12/3/02,53.15
9672,12/3/02,190.6
10185,12/3/02,357.38
11924,12/3/02,18.95
16681,12/3/02,202.29
17840,12/3/02,361.89
20029,12/3/02,474.4
20375,12/3/02,364.31
22644,12/3/02,407.13
2463,12/4/02,5.17
2589,12/4/02,87.02
2729,12/4/02,108.26
4748,12/4/02,16.88
4877,12/4/02,332.92
4965,12/4/02,480.32
5387,12/4/02,113.19
5686,12/4/02,67.16
6380,12/4/02,286.43
7649,12/4/02,154.92
9261,12/4/02,109.85
10733,12/4/02,152.84
11391,12/4/02,16.01
11777,12/4/02,236.09
11903,12/4/02,384.86
12027,12/4/02,102.28
15166,12/4/02,210.15
16525,12/4/02,124.28
21136,12/4/02,21.19
21140,12/4/02,79.68
2070,12/5/02,251.92
2202,12/5/02,9.88
3911,12/5/02,230.42
4071,12/5/02,191.62
5130,12/5/02,177
6870,12/5/02,353.4
9521,12/5/02,199.49
10424,12/5/02,84.76
11564,12/5/02,251.15
13528,12/5/02,142.14
14613,12/5/02,186.63
15747,12/5/02,196.77
20455,12/5/02,37.03
20638,12/5/02,235.81
22793,12/5/02,59.99
24232,12/5/02,9.72
153,12/6/02,57.18
2157,12/6/02,327.18
2741,12/6/02,130.16
5611,12/6/02,194.42
7859,12/6/02,116.17
8312,12/6/02,235.91
10036,12/6/02,147.39
12578,12/6/02,35.13
20321,12/6/02,225.93
24236,12/6/02,452.66
1244,12/7/02,36.85
4566,12/7/02,345.17
5354,12/7/02,25.2
7826,12/7/02,126.93
13695,12/7/02,357.47
14077,12/7/02,261.84
15787,12/7/02,246.7
18590,12/7/02,77.01
18981,12/7/02,109.21
289,12/8/02,149.01
4750,12/8/02,207.97
5372,12/8/02,452.47
6762,12/8/02,117.73
8780,12/8/02,376.18
8917,12/8/02,289.05
10629,12/8/02,178.44
13508,12/8/02,90.84
14438,12/8/02,298.1
18171,12/8/02,435.19
22322,12/8/02,464.58
874,12/9/02,269.19
2563,12/9/02,215.79
2574,12/9/02,66.6
3344,12/9/02,3.79
5533,12/9/02,6.36
5689,12/9/02,136.06
5778,12/9/02,259.72
10232,12/9/02,115.74
12687,12/9/02,226.14
14177,12/9/02,112.79
17314,12/9/02,33.1
19439,12/9/02,355.64
22048,12/9/02,109.28
24025,12/9/02,246.85
24884,12/9/02,42.71
1472,12/10/02,45.16
4200,12/10/02,344.12
8093,12/10/02,89.24
9514,12/10/02,234.42
10826,12/10/02,107.9
11265,12/10/02,155.16
16728,12/10/02,65.37
16919,12/10/02,92.08
19156,12/10/02,2.48
19246,12/10/02,280.16
19251,12/10/02,83.38
21932,12/10/02,204.81
1639,12/11/02,149.4
2239,12/11/02,73.71
5590,12/11/02,227.3
6168,12/11/02,184.03
6653,12/11/02,78.92
9378,12/11/02,109.37
9677,12/11/02,157.05
11321,12/11/02,128.46
11638,12/11/02,161.04
12208,12/11/02,195.17
15234,12/11/02,36.23
17156,12/11/02,292.88
18823,12/11/02,327.33
20945,12/11/02,147.62
404,12/12/02,68.18
1267,12/12/02,261.35
3500,12/12/02,405.69
4456,12/12/02,346.5
4457,12/12/02,78.77
4784,12/12/02,76.03
5026,12/12/02,145.02
5541,12/12/02,246.85
11011,12/12/02,56.36
13254,12/12/02,201.9
18459,12/12/02,166.55
23968,12/12/02,209.26
25164,12/12/02,5404.88
785,12/13/02,11.82
1310,12/13/02,41.01
4568,12/13/02,43.64
7955,12/13/02,195.94
9972,12/13/02,110.49
11810,12/13/02,88.44
11847,12/13/02,88.84
15972,12/13/02,18.69
